f,x,Z','-Z'',Z,'-phi,f_fit,x_fit,Z'_fit,'-Z''_fit,Z_fit,'-phi_fit
 2.15220380000, 0.33288339386, 70.50679020000, 31.63299560000, 77.27777089782, 27.58180478095, 2.15220380000, 0.33288339386, 78.82023143186, 21.83708032009, 81.78928389391, 16.29275430756
 3.16039586000, 0.49974148422, 69.25199130000, 22.25366590000, 72.73969992380, 19.07267235152, 2.27537127849, 0.35705227178, 78.22257123904, 21.24196901463, 81.05548654388, 15.95322205728
 4.63925123000, 0.66644789156, 68.69718930000, 16.38340380000, 70.62379016871, 13.92940341955, 2.40558745180, 0.38122114970, 77.64134216959, 20.66344018723, 80.34398405772, 15.61920333377
 6.81718969000, 0.83360537852, 67.50868990000, 12.02921390000, 68.57204385948, 10.31884201834, 2.54325570642, 0.40539002762, 77.07609553401, 20.10105434469, 79.65410779449, 15.29069077074
 9.99041080000, 0.99958334653, 66.84800720000, 8.99360180000, 67.45028495083, 7.75531174678, 2.68880251407, 0.42955890553, 76.52639510911, 19.55438503512, 78.98520825128, 14.96767526484
 14.68515010000, 1.16687838990, 66.36677550000, 7.04488373000, 66.73963797502, 6.10493796036, 2.84267875285, 0.45372778345, 75.99181680580, 19.02301855303, 78.33665461529, 14.65014608972
 21.52203750000, 1.33288338378, 65.67325590000, 6.05786180000, 65.95206008985, 5.30014380543, 3.00536110391, 0.47789666137, 75.47194834656, 18.50655365677, 77.70783432497, 14.33809101372
 31.58692170000, 1.49950730385, 65.40457150000, 5.46863556000, 65.63279628346, 4.80183486536, 3.17735352821, 0.50206553929, 74.96638895227, 18.00460129815, 77.09815263966, 14.03149642112
 46.38026810000, 1.66633325474, 64.89180760000, 5.60656929000, 65.13355750148, 4.96263657795, 3.35918882761, 0.52623441720, 74.47474903825, 17.51678436418, 76.50703221778, 13.73034743728
 68.18889620000, 1.83371366041, 64.18931580000, 6.32539320000, 64.50022373610, 5.66443205563, 3.55143029548, 0.55040329512, 73.99664991919, 17.04273743099, 75.93391270312, 13.43462805777
 99.90403750000, 1.99958304006, 63.19219210000, 7.60199690000, 63.64780828333, 6.92610449395, 3.75467346164, 0.57457217304, 73.53172352281, 16.58210652991, 75.37825031934, 13.14432128160
 146.73728900000, 2.16654049114, 61.66102220000, 9.39523315000, 62.37268684843, 8.79829884831, 3.96954793721, 0.59874105096, 73.07961211198, 16.13454892570, 74.83951747221, 12.85940924887
 215.34449800000, 2.33313378012, 59.25383000000, 11.62774370000, 60.38394482991, 11.39008565432, 4.19671936502, 0.62290992887, 72.63996801501, 15.69973290717, 74.31720235973, 12.57987338291
 316.31576500000, 2.50012083745, 55.78501510000, 13.82007600000, 57.47140515381, 14.49204943250, 4.43689148168, 0.64707880679, 72.21245336400, 15.27733759003, 73.81080858985, 12.30569453729
 464.55389400000, 2.66703610479, 51.34355550000, 15.38564590000, 53.59924244933, 17.70236323805, 4.69080829762, 0.67124768471, 71.79673984094, 14.86705273233, 73.31985480573, 12.03685314779
 681.08966100000, 2.83320428770, 46.42850490000, 15.99944500000, 49.10792509929, 20.56490927343, 4.95925640188, 0.69541656263, 71.39250843130, 14.46857856246, 72.84387431851, 11.77332938976
 999.04040500000, 2.99958305310, 41.84052660000, 15.65380000000, 44.67293498983, 22.49559641106, 5.24306739888, 0.71958544054, 70.99944918496, 14.08162562008, 72.38241474745, 11.51510334103
 1468.58972000000, 3.16690048386, 37.77303700000, 14.93668080000, 40.61904427143, 23.91637124090, 5.54312048451, 0.74375431846, 70.61726098412, 13.70591460998, 71.93503766730, 11.26215515083
 2152.93286000000, 3.33303048640, 34.22378540000, 14.26162430000, 37.07642667221, 25.36141917107, 5.86034516976, 0.76792319638, 70.24565131810, 13.34117626935, 71.50131826305, 11.01446521496
 3160.05566000000, 3.49969473218, 30.82497790000, 13.83846760000, 33.78879175188, 27.60192523568, 6.19572416020, 0.79209207430, 69.88433606453, 12.98715124863, 71.08084499171, 10.77201435770
 4642.42725000000, 3.66674510677, 27.16320990000, 13.40975950000, 30.29293022999, 30.83178580356, 6.55029640017, 0.81626095221, 69.53303927690, 12.64359000632, 70.67321925122, 10.53478402085
 6856.00244000000, 3.83607096348, 23.26571270000, 12.51587490000, 26.41856377533, 34.18560599621, 6.92516029131, 0.84042983013, 69.19149297803, 12.31025271814, 70.27805505642, 10.30275646036
 10015.27050000000, 4.00066268354, 19.82152560000, 10.93959240000, 22.63995492464, 35.27866740125, 7.32147709515, 0.86459870805, 68.85943695913, 11.98690920094, 69.89497872180, 10.07591495112
 14672.84960000000, 4.16651446595, 17.14433290000, 8.90377712000, 19.31852472599, 32.75535741825, 7.74047453055, 0.88876758596, 68.53661858426, 11.67333885200, 69.52362855115, 9.85424400047
 21545.40820000000, 4.33335472666, 15.32581140000, 6.79052544000, 16.76280796345, 27.18947339392, 8.18345057690, 0.91293646388, 68.22279259958, 11.36933060400, 69.16365453378, 9.63772957098
 31628.41210000000, 4.50007738877, 14.23178290000, 4.95192862000, 15.06868413533, 20.78149238260, 8.65177749507, 0.93710534180, 67.91772094721, 11.07468289660, 68.81471804726, 9.42635931332
 46411.12500000000, 4.66662209579, 13.61397080000, 3.48903537000, 14.05395206895, 15.01412356643, 9.14690607841, 0.96127421972, 67.62117258316, 10.78920366502, 68.47649156643, 9.22012280985
 68127.42969999999, 4.83332200426, 13.27127170000, 2.36446261000, 13.48025726644, 10.31744274853, 9.67037014704, 0.98544309763, 67.33292329873, 10.51271034658, 68.14865837845, 9.01901182986
