Index,Name,Value,Error,Initial,Fix,Min,Max,,
0,R0,13.1524369,1.574896,12.865886,1,0.000000,24.445183,,
1,R1,11.9115031,11.49452,12.6178832,1,1.469730,27.924868,,
2,f1,2403.137276,1.477566,2482.641438,1,401.202841,7622.860989,,
3,n1,1.10262398,0.237918,0.99192052,1,0.067500,1,,
2,R2,17.6478459,12.65861,18.1918331,1,0.256498,4.873461,,
4,f2,16010.005090,2.172681,14501.569222,1,3981.035039,75639.735236,,
6,n2,0.88692274,0.242250,0.81498141,1,0.079800,1,,
14,A0,40.9664058,1.914409,141.194263,1,0,268.269101,,
15,L0,1.4256e-07,8.44e-07,0E+0,1,0,0E+0,,
