f,Z',Z'',x,n,gamma,Z''_0,x_0,n_0
 0.00000001166, 17.26227858519, 0.00000000000, -7.93333333333, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000001359, 17.26227858519, 0.00000000000, -7.86666666667, 1.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000001585, 17.26227858519, 0.00000000000, -7.80000000000, 2.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000001848, 17.26227858519, 0.00000000000, -7.73333333333, 3.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000002154, 17.26227858519, -0.00000000000, -7.66666666667, 4.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000002512, 17.26227858519, -0.00000000000, -7.60000000000, 5.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000002929, 17.26227858519, -0.00000000000, -7.53333333333, 6.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000003415, 17.26227858519, -0.00000000000, -7.46666666667, 7.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000003981, 17.26227858519, -0.00000000000, -7.40000000000, 8.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000004642, 17.26227858519, -0.00000000000, -7.33333333333, 9.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000005412, 17.26227858519, -0.00000000000, -7.26666666667, 10.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000006310, 17.26227858519, -0.00000000000, -7.20000000000, 11.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000007356, 17.26227858519, -0.00000000000, -7.13333333333, 12.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000008577, 17.26227858519, -0.00000000000, -7.06666666667, 13.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000010000, 17.26227858519, -0.00000000000, -7.00000000000, 14.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000011659, 17.26227858519, -0.00000000000, -6.93333333333, 15.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000013594, 17.26227858519, -0.00000000000, -6.86666666667, 16.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000015849, 17.26227858519, -0.00000000000, -6.80000000000, 17.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
 0.00000018478, 17.26227858519, -0.00000000000, -6.73333333333, 18.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000
