f,Z',Z'',x,n,gamma,Z''_0,x_0,n_0,gamma_0
 0.00000001166, 31.75326369670, 0.00000000000, -7.93333333333, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000001359, 31.75326369670, 0.00000000000, -7.86666666667, 1.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000001585, 31.75326369670, 0.00000000000, -7.80000000000, 2.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000001848, 31.75326369670, -0.00000000000, -7.73333333333, 3.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000002154, 31.75326369670, -0.00000000000, -7.66666666667, 4.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000002512, 31.75326369670, -0.00000000000, -7.60000000000, 5.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000002929, 31.75326369670, -0.00000000000, -7.53333333333, 6.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000003415, 31.75326369670, -0.00000000000, -7.46666666667, 7.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000003981, 31.75326369670, -0.00000000000, -7.40000000000, 8.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000004642, 31.75326369670, -0.00000000000, -7.33333333333, 9.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000005412, 31.75326369670, -0.00000000000, -7.26666666667, 10.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000006310, 31.75326369670, -0.00000000000, -7.20000000000, 11.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000007356, 31.75326369670, -0.00000000000, -7.13333333333, 12.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000008577, 31.75326369670, -0.00000000000, -7.06666666667, 13.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000010000, 31.75326369670, -0.00000000000, -7.00000000000, 14.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000011659, 31.75326369670, -0.00000000000, -6.93333333333, 15.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000013594, 31.75326369670, -0.00000000000, -6.86666666667, 16.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000015849, 31.75326369670, -0.00000000000, -6.80000000000, 17.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000018478, 31.75326369670, -0.00000000000, -6.73333333333, 18.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000021544, 31.75326369670, -0.00000000000, -6.66666666667, 19.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000025119, 31.75326369670, -0.00000000000, -6.60000000000, 20.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000029286, 31.75326369670, -0.00000000000, -6.53333333333, 21.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000034145, 31.75326369670, -0.00000000000, -6.46666666667, 22.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000039811, 31.75326369670, -0.00000000000, -6.40000000000, 23.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000046416, 31.75326369670, -0.00000000000, -6.33333333333, 24.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000054117, 31.75326369670, -0.00000000000, -6.26666666667, 25.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000063096, 31.75326369670, -0.00000000000, -6.20000000000, 26.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000073564, 31.75326369670, -0.00000000000, -6.13333333333, 27.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000085770, 31.75326369670, -0.00000000000, -6.06666666667, 28.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000100000, 31.75326369670, -0.00000000000, -6.00000000000, 29.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000116591, 31.75326369670, -0.00000000000, -5.93333333333, 30.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000135936, 31.75326369670, -0.00000000000, -5.86666666667, 31.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000158489, 31.75326369670, -0.00000000000, -5.80000000000, 32.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000184785, 31.75326369670, -0.00000000000, -5.73333333333, 33.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000215443, 31.75326369670, -0.00000000000, -5.66666666667, 34.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000251189, 31.75326369670, -0.00000000000, -5.60000000000, 35.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000292864, 31.75326369670, -0.00000000000, -5.53333333333, 36.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000341455, 31.75326369670, -0.00000000000, -5.46666666667, 37.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000398107, 31.75326369670, -0.00000000000, -5.40000000000, 38.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000464159, 31.75326369670, -0.00000000000, -5.33333333333, 39.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000541170, 31.75326369670, -0.00000000000, -5.26666666667, 40.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000630957, 31.75326369670, -0.00000000001, -5.20000000000, 41.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000735642, 31.75326369670, -0.00000000001, -5.13333333333, 42.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00000857696, 31.75326369670, -0.00000000001, -5.06666666667, 43.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00001000000, 31.75326369670, -0.00000000001, -5.00000000000, 44.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00001165914, 31.75326369670, -0.00000000001, -4.93333333333, 45.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00001359356, 31.75326369670, -0.00000000002, -4.86666666667, 46.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00001584893, 31.75326369670, -0.00000000002, -4.80000000000, 47.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00001847850, 31.75326369670, -0.00000000003, -4.73333333333, 48.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00002154435, 31.75326369670, -0.00000000004, -4.66666666667, 49.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00002511886, 31.75326369670, -0.00000000005, -4.60000000000, 50.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00002928645, 31.75326369670, -0.00000000006, -4.53333333333, 51.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00003414549, 31.75326369670, -0.00000000009, -4.46666666667, 52.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00003981072, 31.75326369670, -0.00000000011, -4.40000000000, 53.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00004641589, 31.75326369670, -0.00000000014, -4.33333333333, 54.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00005411695, 31.75326369670, -0.00000000016, -4.26666666667, 55.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00006309573, 31.75326369670, -0.00000000020, -4.20000000000, 56.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00007356423, 31.75326369670, -0.00000000030, -4.13333333333, 57.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00008576959, 31.75326369670, -0.00000000039, -4.06666666667, 58.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00010000000, 31.75326369670, -0.00000000049, -4.00000000000, 59.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00011659144, 31.75326369670, -0.00000000059, -3.93333333333, 60.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00013593564, 31.75326369670, -0.00000000068, -3.86666666667, 61.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00015848932, 31.75326369670, -0.00000000104, -3.80000000000, 62.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00018478498, 31.75326369670, -0.00000000139, -3.73333333333, 63.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00021544347, 31.75326369670, -0.00000000175, -3.66666666667, 64.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00025118864, 31.75326369670, -0.00000000210, -3.60000000000, 65.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00029286446, 31.75326369670, -0.00000000246, -3.53333333333, 66.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00034145489, 31.75326369670, -0.00000000361, -3.46666666667, 67.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00039810717, 31.75326369670, -0.00000000491, -3.40000000000, 68.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00046415888, 31.75326369670, -0.00000000622, -3.33333333333, 69.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00054116953, 31.75326369670, -0.00000000752, -3.26666666667, 70.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00063095734, 31.75326369670, -0.00000000883, -3.20000000000, 71.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00073564225, 31.75326369670, -0.00000001247, -3.13333333333, 72.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00085769590, 31.75326369670, -0.00000001727, -3.06666666667, 73.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00100000000, 31.75326369670, -0.00000002207, -3.00000000000, 74.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00116591440, 31.75326369670, -0.00000002687, -2.93333333333, 75.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
 0.00135935639, 31.75326369670, -0.00000003167, -2.86666666667, 76.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, 0.00000000000, -0.00000000000
