EC-Lab ASCII FILE
Nb header lines : 3                           
mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	P/W
2	0	0	1	0	2760,39	2,11003256	2,11085224	-0,047632526606321338	4	0	0,000100545229
2	0	0	1	0	2760,42	2,10973191	2,11025023	-0,046438794777107686	4	-1,4098049E-006	9,79974793E-005
2	0	0	1	0	2760,47	2,10923195	2,10968852	-0,04490720361354761	4	-3,70117164E-006	9,4740215E-005
2	0	0	1	0	2760,52	2,10873199	2,1091373	-0,044057895361523546	4	-5,9357335E-006	9,29241505E-005
2	0	0	1	0	2760,57	2,10823202	2,10872626	-0,043768495641415994	4	-8,1447879E-006	9,2295777E-005
2	0	0	1	0	2760,62	2,10773158	2,10837531	-0,043408210864678528	4	-1,03366083E-005	9,15208002E-005
2	0	0	1	0	2760,67	2,10723186	2,10780406	-0,04318105200460809	4	-1,25139022E-005	9,10171948E-005
2	0	0	1	0	2760,72	2,10673165	2,10719252	-0,043161270072838874	4	-1,46850589E-005	9,09491064E-005
2	0	0	1	0	2760,77	2,10623097	2,1067307	-0,04302058860926816	4	-1,68575498E-005	9,06327914E-005
2	0	0	1	0	2760,82	2,10573268	2,10631037	-0,042911257900945382	4	-1,90144219E-005	9,03844266E-005
2	0	0	1	0	2760,87	2,10523272	2,10569978	-0,042995566058519174	4	-2,11751158E-005	9,0535752E-005
2	0	0	0	0	2760,92	2,10473108	2,10538745	-0,042986086905020813	4	-2,33476076E-005	9,05023699E-005
2	0	0	0	0	2760,97	2,10423112	2,10480571	-0,042907785940545702	4	-2,55083487E-005	9,03125547E-005
2	0	0	0	0	2761,02	2,10373139	2,10419536	-0,042943711033634259	4	-2,76685096E-005	9,03619584E-005
2	0	0	0	0	2761,07	2,10323143	2,10382414	-0,042996957936945107	4	-2,98319355E-005	9,04580374E-005
2	0	0	0	0	2761,12	2,10273147	2,10332298	-0,04295813289354569	4	-3,19941719E-005	9,0354828E-005
2	0	0	0	0	2761,17	2,10223126	2,1026814	-0,042963541529995098	4	-3,41564373E-005	9,0338639E-005
2	0	0	0	0	2761,22	2,1017313	2,10225058	-0,043100901782357536	4	-3,63231666E-005	9,06088972E-005
2	0	0	0	0	2761,27	2,10123134	2,1018393	-0,043024383989783699	4	-3,84897685E-005	9,04303379E-005
2	0	0	0	0	2761,32	2,10073113	2,10122776	-0,042987681042480576	4	-4,06535983E-005	9,03269101E-005
2	0	0	0	0	2761,37	2,10023117	2,10079694	-0,04311639385802368	4	-4,28205603E-005	9,05787892E-005
2	0	0	0	0	2761,42	2,09973097	2,10034585	-0,043073579775712774	4	-4,49886938E-005	9,0469417E-005
2	0	0	0	0	2761,47	2,09923124	2,09979439	-0,04305397951975465	4	-4,71554631E-005	9,0404501E-005
2	0	0	0	0	2761,52	2,09873128	2,09916306	-0,043227272690273824	4	-4,93256302E-005	9,0741094E-005
2	0	0	0	0	2761,57	2,09823108	2,09877205	-0,043180024852821018	4	-5,15002066E-005	9,0625028E-005
2	0	0	0	0	2761,62	2,09773111	2,0982604	-0,043161331249090496	4	-5,36725092E-005	9,05637135E-005
2	0	0	0	0	2761,67	2,09723115	2,09768915	-0,04311157055781223	4	-5,58427637E-005	9,04346743E-005
2	0	0	0	0	2761,72	2,09673095	2,097188	-0,043069337290944531	4	-5,80104934E-005	9,03244945E-005
2	0	0	0	0	2761,77	2,09623098	2,09683728	-0,043089440645417312	4	-6,01780594E-005	9,03515465E-005
2	0	0	0	0	2761,82	2,09573078	2,09626579	-0,043194707560663437	4	-6,23484957E-005	9,05475899E-005
2	0	0	0	0	2761,87	2,09523082	2,09580469	-0,043280639811807078	4	-6,45250766E-005	9,07077701E-005
2	0	0	0	0	2761,92	2,09473109	2,09539366	-0,043256171183505274	4	-6,67018976E-005	9,06387068E-005
2	0	0	0	0	2761,97	2,09423089	2,09467196	-0,04326846016920183	4	-6,88790824E-005	9,0633228E-005
2	0	0	0	0	2762,02	2,09373093	2,09434104	-0,043388366514894586	4	-7,10605818E-005	9,08700385E-005
2	0	0	0	0	2762,07	2,09323072	2,09385991	-0,04335520824921943	4	-7,32425833E-005	9,07797294E-005
2	0	0	0	0	2762,12	2,09273052	2,09325838	-0,043334970793997171	4	-7,54232242E-005	9,07112917E-005
2	0	0	0	0	2762,17	2,09223056	2,09275723	-0,043549144223409939	4	-7,76101369E-005	9,11377865E-005
2	0	0	0	0	2762,22	2,09173059	2,09233618	-0,043482135864905958	4	-7,97993562E-005	9,09792434E-005
2	0	0	0	0	2762,27	2,09123063	2,09176493	-0,043446658596318688	4	-8,19860288E-005	9,08801958E-005
2	0	0	0	0	2762,32	2,09073067	2,09123349	-0,04334255034336809	4	-8,41694346E-005	9,06393907E-005
2	0	0	0	0	2762,37	2,09023046	2,09073234	-0,043328511790605427	4	-8,63493115E-005	9,05883207E-005
2	0	0	0	0	2762,42	2,08973026	2,09032106	-0,043339586312261978	4	-8,85295813E-005	9,05936467E-005
2	0	0	0	0	2762,47	2,0892303	2,08990049	-0,043509424072302349	4	-9,0714515E-005	9,09303635E-005
2	0	0	0	0	2762,52	2,08873034	2,08924818	-0,043547927625089242	4	-9,29055532E-005	9,09824303E-005
2	0	0	0	0	2762,57	2,08823037	2,0887773	-0,043528651168647789	4	-9,50961112E-005	9,09216615E-005
2	0	0	0	0	2762,62	2,08773017	2,08831644	-0,043586735041268838	4	-9,72874695E-005	9,10228919E-005
2	0	0	0	0	2762,67	2,08723021	2,08769464	-0,043659324680144774	4	-9,94829315E-005	9,11473398E-005
2	0	0	0	0	2762,72	2,08673024	2,08719373	-0,043629092300155437	4	-0,000101678444	9,10623712E-005
2	0	0	0	0	2762,77	2,08623004	2,08671236	-0,043641300154073747	4	-0,000103874023	9,10668386E-005
2	0	0	0	0	2762,82	2,08573008	2,08641148	-0,043804061395349094	4	-0,000106075233	9,13932963E-005
2	0	0	0	0	2762,87	2,08523011	2,08558941	-0,043747797540466419	4	-0,000108277236	9,1239941E-005
2	0	0	0	0	2762,92	2,08473015	2,08530903	-0,04372797534839881	4	-0,000110477537	9,1186339E-005
2	0	0	0	0	2762,97	2,08423018	2,08481765	-0,043651183058197376	4	-0,00011267505	9,10047602E-005
2	0	0	0	0	2763,02	2,08372998	2,08433652	-0,043671832410230541	4	-0,000114871749	9,10267918E-005
2	0	0	0	0	2763,07	2,08323002	2,08383536	-0,043658361256045024	4	-0,000117068375	9,09768351E-005
2	0	0	0	0	2763,12	2,08273005	2,08327413	-0,043866292515303994	4	-0,00011926944	9,1385511E-005
2	0	0	0	0	2763,17	2,08223009	2,08280277	-0,043848154047737011	4	-0,000121476289	9,1327056E-005
2	0	0	0	0	2763,22	2,08172989	2,08225155	-0,043832518810328736	4	-0,00012368185	9,12703326E-005
2	0	0	0	0	2763,27	2,08122993	2,08181047	-0,04393863754618599	4	-0,000125889346	9,1471913E-005
2	0	0	0	0	2763,32	2,08072996	2,0813694	-0,043928652264488275	4	-0,000128100321	9,14317498E-005
2	0	0	0	0	2763,37	2,08023024	2,08060884	-0,043916184600169408	4	-0,000130309811	9,13723998E-005
2	0	0	0	0	2763,42	2,07973027	2,0804584	-0,043962417744552448	4	-0,000132519985	9,14619814E-005
2	0	0	1	0	2763,47	2,07922864	2,07974505	-0,044066556554627712	4	-0,000134744711	9,16472054E-005
2	0	0	1	0	2763,52	2,07872891	2,07926273	-0,044030964342673632	4	-0,000136960385	9,15519413E-005
2	0	0	0	0	2763,57	2,07823014	2,07880425	-0,044019843528418758	4	-0,000139171127	9,15086348E-005
2	0	0	1	0	2763,62	2,0777297	2,07808113	-0,04414914776377088	4	-0,000141394805	9,17455109E-005
2	0	0	1	0	2763,67	2,0772295	2,07788086	-0,044099148692718445	4	-0,000143614176	9,16327772E-005
2	0	0	1	0	2763,72	2,07672954	2,07707882	-0,044081647016961946	4	-0,00014583196	9,15610581E-005
2	0	0	1	0	2763,77	2,07622957	2,07671785	-0,044261162683445267	4	-0,000148055246	9,19179438E-005
2	0	0	1	0	2763,82	2,07572937	2,07618666	-0,044199910412620166	4	-0,000150280059	9,1767266E-005
2	0	0	1	0	2763,87	2,07522941	2,07566524	-0,044158182863611686	4	-0,000152502515	9,16576028E-005
2	0	0	1	0	2763,92	2,07472944	2,07517409	-0,044277790031628685	4	-0,000154726673	9,18841251E-005
2	0	0	1	0	2763,97	2,07422924	2,0747633	-0,044236890447791834	4	-0,00015695348	9,17810758E-005
2	0	0	1	0	2764,02	2,07372928	2,07405162	-0,044220649055205312	4	-0,000159178526	9,17159123E-005
2	0	0	1	0	2764,07	2,07322907	2,07361031	-0,044350627829165491	4	-0,000161406177	9,19659215E-005
2	0	0	1	0	2764,12	2,07272911	2,07312918	-0,044384215657676973	4	-0,000163638906	9,2014212E-005
2	0	0	1	0	2764,17	2,07222915	2,0725677	-0,044338230586921158	4	-0,000165870253	9,18939841E-005
2	0	0	1	0	2764,22	2,07172894	2,07231712	-0,044261451325534496	4	-0,000168098675	9,1723763E-005
2	0	0	1	0	2764,27	2,07122898	2,07162547	-0,044206303990601216	4	-0,000170323634	9,1578906E-005
2	0	0	1	0	2764,32	2,07072902	2,07095385	-0,04423845120860903	4	-0,000172548185	9,16157878E-005
2	0	0	1	0	2764,37	2,07022905	2,07091379	-0,044248294036758042	4	-0,000174774425	9,16343997E-005
2	0	0	1	0	2764,42	2,06972885	2,07028198	-0,044441668840590976	4	-0,000177007067	9,20067832E-005
2	0	0	1	0	2764,47	2,06922889	2,06984115	-0,044379464961821184	4	-0,000179241266	9,1858441E-005
2	0	0	1	0	2764,52	2,06872892	2,06925964	-0,044379646404801523	4	-0,00018147401	9,18330115E-005
2	0	0	1	0	2764,57	2,06822896	2,06892896	-0,04453161613006784	4	-0,000183711178	9,21327519E-005
2	0	0	1	0	2764,62	2,06772876	2,06833744	-0,044481251398489446	4	-0,000185949844	9,20022358E-005
2	0	0	1	0	2764,67	2,06722879	2,06768584	-0,044463655523335091	4	-0,000188186939	9,19368686E-005
2	0	0	1	0	2764,72	2,06672883	2,06719446	-0,044630824947186509	4	-0,000190427367	9,22605977E-005
2	0	0	1	0	2764,77	2,06622887	2,0666132	-0,044604540880148538	4	-0,000192672349	9,21803294E-005
