1000024,25	14,7725658	1,60498989
675622,438	12,9169483	0,701364815
456457,438	12,9495182	0,0438554175
308398,406	13,0536699	-0,578575015
208361,797	13,1854191	-1,15551305
140771,469	13,4025736	-1,82311738
95104,9688	13,6694241	-2,65234375
64257,8047	14,0461626	-3,73727727
43408,1992	14,5771465	-5,18198538
29333,4883	15,4355707	-7,09558487
19812,0098	16,7326794	-9,59463215
13391,1094	18,772707	-12,7290831
9040,93652	21,9953098	-16,5729637
6110,23389	26,6823025	-20,6870251
4131,0332	33,2174683	-24,6638584
2787,32349	41,2916908	-27,635807
1883,19141	50,2872124	-29,0181446
1273,77686	59,3433037	-28,660717
859,17511	67,7277298	-26,8592987
580,929382	74,8970108	-24,1619492
392,612793	80,931221	-21,0879688
265,424622	85,6830826	-18,0790005
179,368607	89,3125534	-15,2939148
121,124016	92,2192764	-13,0303202
81,8062515	94,4277496	-11,5003405
55,2297401	96,5342789	-10,5170727
37,3548431	98,4568558	-9,96525574
25,2341652	100,551971	-10,0728607
17,0330601	102,533997	-10,4236164
11,5228605	105,056282	-10,8227558
7,77362823	107,456276	-11,9274616
5,25033522	110,333138	-12,855793
3,54791069	112,656799	-13,4166145
2,39647198	118,180855	-16,5961456
1,62219644	120,664482	-18,2918758
1,09602952	126,383858	-19,4432869
0,739819586	132,353439	-19,0699673
0,499264985	137,888992	-18,3816338
