EC-Lab ASCII FILE
Nb header lines : 3                           
mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	P/W
2	0	0	1	0	3600,06	2,39015245	2,39054132	0,00037633447209373114	1	0	8,99643112E-007
2	0	0	1	0	3600,09	2,38985157	2,39048076	-0,0036999174120258688	1	-8,73729604E-008	8,84458132E-006
2	0	0	1	0	3600,16	2,38915157	2,38966966	-0,011422574338212102	1	-6,89248907E-007	2,72961788E-005
2	0	0	1	0	3600,23	2,38845158	2,38882828	-0,018770151558176963	1	-1,69764633E-006	4,48386672E-005
2	0	0	1	0	3600,28	2,38795137	2,3885479	-0,023813969819457325	1	-2,79522783E-006	5,68808064E-005
2	0	0	1	0	3600,33	2,38745046	2,38803697	-0,02884802084101856	1	-4,14778697E-006	6,88901418E-005
2	0	0	1	0	3600,38	2,38695216	2,38748813	-0,033883998680394157	1	-5,74483602E-006	8,08976474E-005
2	0	0	0	0	3600,43	2,38645124	2,38704586	-0,038882927220547539	1	-7,60480316E-006	9,28153313E-005
2	0	0	0	0	3600,48	2,38595104	2,38651538	-0,043896622810280077	1	-9,70703331E-006	0,000104759965
2	0	0	0	0	3600,53	2,38545108	2,3858943	-0,048986880748998598	1	-1,2061465E-005	0,00011687752
2	0	0	0	0	3600,58	2,38495111	2,38542366	-0,053959956838904531	1	-1,46688753E-005	0,000128717351
2	0	0	0	0	3600,63	2,38445115	2,38481259	-0,058896764006931443	1	-1,75230143E-005	0,000140457749
2	0	0	0	0	3600,68	2,38395071	2,38436198	-0,063816122342056474	1	-2,06240566E-005	0,000152160734
2	0	0	0	0	3600,73	2,38345075	2,38422179	-0,068753001396544282	1	-2,39710262E-005	0,000163922407
2	0	0	0	0	3600,78	2,38295078	2,38363099	-0,07368658523773824	1	-2,75646271E-005	0,000175641631
2	0	0	0	0	3600,83	2,38245058	2,38300037	-0,078604511470378701	1	-3,14055142E-005	0,000187314581
2	0	0	0	0	3600,88	2,38195062	2,38226914	-0,083667099359445389	1	-3,54967269E-005	0,000199317554
2	0	0	0	0	3600,93	2,38145065	2,38188863	-0,088546609603023744	1	-3,98352495E-005	0,000210908169
2	0	0	0	0	3600,98	2,38095045	2,38158846	-0,09341963923846697	1	-4,44173202E-005	0,000222487128
2	0	0	0	0	3601,05	2,38025045	2,38056707	-0,1001271050772632	1	-5,12728511E-005	0,000238359295
2	0	0	0	0	3601,12	2,37955022	2,37996602	-0,10682377095023832	1	-5,84849695E-005	0,000254236948
2	0	0	0	0	3601,17	2,37905025	2,37961578	-0,11188203670705299	1	-6,39888822E-005	0,000266236253
2	0	0	0	0	3601,22	2,37855029	2,3790946	-0,11674624025666442	1	-6,9741327E-005	0,00027775034
2	0	0	0	0	3601,27	2,37804985	2,37854409	-0,12161428073886827	1	-7,57369562E-005	0,000289264921
2	0	0	0	0	3601,32	2,37754989	2,3780334	-0,1265163111190003	1	-8,19766938E-005	0,000300860003
2	0	0	0	0	3601,37	2,37704992	2,37750292	-0,13142874875726762	1	-8,84622714E-005	0,000312472228
2	0	0	0	0	3601,42	2,37654996	2,37709212	-0,13623109731512838	1	-9,5189338E-005	0,000323833869
2	0	0	0	0	3601,47	2,37604976	2,3766315	-0,14103370474185795	1	-0,000102157632	0,000335185148
2	0	0	0	0	3601,52	2,37554979	2,37599063	-0,14606097247451578	1	-0,000109373897	0,000347039488
2	0	0	0	0	3601,57	2,37504959	2,3754499	-0,15090889685476806	1	-0,000116834701	0,000358476536
2	0	0	0	0	3601,62	2,37454939	2,37503934	-0,15572587990512486	1	-0,000124536426	0,000369855086
2	0	0	0	0	3601,67	2,37404943	2,37462854	-0,1608576612003768	1	-0,000132488771	0,000381977181
2	0	0	0	0	3601,72	2,3735497	2,3740077	-0,16560925617037891	1	-0,000140686083	0,00039315765
2	0	0	0	0	3601,77	2,37305069	2,37351799	-0,17040592389930416	1	-0,000149123545	0,00040446152
2	0	0	1	0	3601,82	2,37254906	2,3730669	-0,17548040061087546	1	-0,00015784135	0,000416426745
2	0	0	1	0	3601,87	2,37204933	2,37253571	-0,18028938289110918	1	-0,000166771395	0,000427743013
2	0	0	1	0	3601,92	2,37154913	2,3718648	-0,18506783456541597	1	-0,000175941255	0,000438955874
2	0	0	1	0	3601,97	2,37104917	2,37137413	-0,18993802411326506	1	-0,00018535227	0,000450414111
2	0	0	1	0	3602,02	2,37054896	2,37102365	-0,19477258626526787	1	-0,000195006636	0,000461810414
2	0	0	1	0	3602,07	2,370049	2,37060308	-0,19959640076073536	1	-0,000204902579	0,000473163847
2	0	0	1	0	3602,12	2,3695488	2,3699224	-0,20453099782268224	1	-0,000215042077	0,000484722579
2	0	0	1	0	3602,17	2,36904883	2,36941147	-0,20939724527609904	1	-0,00022542759	0,000496148248
2	0	0	1	0	3602,22	2,36854887	2,36901116	-0,21423325097809299	1	-0,000236053762	0,000507520977
2	0	0	1	0	3602,27	2,36804891	2,36841011	-0,21899767553744186	1	-0,000246919983	0,000518676301
2	0	0	1	0	3602,32	2,3675487	2,36798954	-0,22380570361080211	1	-0,00025802583	0,000529969577
2	0	0	1	0	3602,37	2,36704874	2,36757898	-0,22859703648525008	1	-0,000269371958	0,000541221525
2	0	0	1	0	3602,42	2,36654854	2,36713839	-0,23341342372198915	1	-0,000280958222	0,000552521902
2	0	0	1	0	3602,47	2,36604834	2,36657763	-0,2383966599591065	1	-0,000292791403	0,000564184214
2	0	0	1	0	3602,52	2,36554837	2,36592698	-0,2431710426074769	1	-0,000304866204	0,000575324928
2	0	0	1	0	3602,57	2,36504841	2,36549616	-0,24802069854922592	1	-0,000317182159	0,000586692011
2	0	0	1	0	3602,62	2,36454844	2,36485553	-0,25287687964737459	1	-0,000329740753	0,000598017301
2	0	0	1	0	3602,67	2,364048	2,36471534	-0,25769337088180144	1	-0,000342541083	0,000609371462
2	0	0	1	0	3602,72	2,36354804	2,36420441	-0,26251324755139738	1	-0,000355583354	0,000620634994
2	0	0	1	0	3602,77	2,36304808	2,3635335	-0,26750549829254544	1	-0,000368869805	0,00063225819
2	0	0	1	0	3602,82	2,36254787	2,36287236	-0,27236485659765741	1	-0,000382403377	0,000643563399
2	0	0	1	0	3602,87	2,36204791	2,36273217	-0,2771428749741367	1	-0,000396177231	0,000654814416
2	0	0	1	0	3602,92	2,36154771	2,36210132	-0,2820031901355815	1	-0,000410192413	0,00066612009
2	0	0	1	0	3602,97	2,36104774	2,36166072	-0,28689706876563603	1	-0,000424451689	0,000677553529
2	0	0	1	0	3603,02	2,36054754	2,36094975	-0,29170077759772538	1	-0,000438952644	0,000688690867
2	0	0	1	0	3603,07	2,36004758	2,36055923	-0,2965419501221431	1	-0,000453695335	0,000700004864
2	0	0	1	0	3603,12	2,35954762	2,35998869	-0,30156999539273466	1	-0,000468685845	0,000711701752
2	0	0	1	0	3603,17	2,35904765	2,35970807	-0,3063672467445335	1	-0,000483920419	0,000722937286
2	0	0	1	0	3603,22	2,35854721	2,35895729	-0,31116258834178304	1	-0,000499394548	0,000734019268
2	0	0	1	0	3603,27	2,35804844	2,35869694	-0,31600052574487501	1	-0,000515109859	0,000745349447
2	0	0	0	0	3603,32	2,35754681	2,35780573	-0,32084488688020595	1	-0,00053113047	0,000756489928
2	0	0	0	0	3603,37	2,35704732	2,35755515	-0,32567775412462707	1	-0,000547329371	0,000767803285
2	0	0	0	0	3603,42	2,35654712	2,35706472	-0,33070862293243411	1	-0,000563774258	0,000779501628
2	0	0	0	0	3603,47	2,35604715	2,35656381	-0,33549763906436691	1	-0,000580466876	0,00079062162
2	0	0	0	0	3603,52	2,35554695	2,35609317	-0,34031508335222861	1	-0,000597399136	0,000801814022
2	0	0	0	0	3603,57	2,35504675	2,3556025	-0,34516489094433702	1	-0,000614573597	0,000813071267
2	0	0	0	0	3603,62	2,35454679	2,35512185	-0,3500452276008841	1	-0,00063199061	0,000824399176
2	0	0	0	0	3603,67	2,35404706	2,35478139	-0,35480874738035194	1	-0,000649648369	0,000835497049
2	0	0	0	0	3603,72	2,35354686	2,3540206	-0,35973082102524858	1	-0,000667548855	0,000846813782
