EC-Lab ASCII FILE
Nb header lines : 81                          

Galvanostatic Cycling with Potential Limitation

Run on channel : 3 (SN 6987)
Grouped channel(s) : 3
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Ewe ctrl range : min = 0,00 V, max = 5,00 V
Acquisition started on : 01.23.2015 14:58:37
Saved on :
	File : LiCoO2 vs Li 200µm IS + GCPL_04_GCPL_C03.mpr
	Directory : C:\Hupfer\Studenten Batterietests\LiCoO2 vs Li 200µm IS + GCPL\
	Host : 192.168.0.2
Device : VMP3 (SN 0324)
Address : 192.168.0.1
EC-Lab for windows v10.33 (software)
Internet server v10.33 (firmware)
Command interpretor v10.32 (firmware)
Electrode material : LiCoO2 vs Li
Initial state : 
Electrolyte : LP30
Comments : 200µm
Mass of active material : 0,001 mg
 at x = 0,000
Molecular weight of active material (at x = 0) : 0,001 g/mol
Atomic weight of intercalated ion : 0,001 g/mol
Acquisition started at : xo = 0,000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26,801 mA.h
Battery capacity : 0,000 A.h
Electrode surface area : 0,001 cm²
Characteristic mass : 0,001 g
Ns                  0                   1                   2                   
Set I/C             I                   I                   I                   
Is                  0,000               -300,000            300,000             
unit Is             mA                  µA                  µA                  
vs.                 <None>              <None>              <None>              
N                   1                   1                   1                   
I sign              > 0                 > 0                 > 0                 
t1 (h:m:s)          0:00:0,0000         10:00:0,0000        10:00:0,0000        
I Range             1 mA                1 mA                1 mA                
Bandwidth           5                   5                   5                   
dE1 (mV)            0,00                0,00                0,00                
dt1 (s)             0,0000              10,0000             10,0000             
EM (V)              0,000               2,000               4,200               
tM (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
Im                  0,000               0,000               0,000               
unit Im             mA                  mA                  mA                  
E range min (V)     0,000               0,000               0,000               
E range max (V)     5,000               5,000               5,000               
dq                  0,000               1,000               1,000               
unit dq             mA.h                mA.h                mA.h                
dtq (s)             0,0000              120,0000            120,0000            
dQM                 0,000               0,000               0,000               
unit dQM            mA.h                mA.h                mA.h                
dxM                 0,000               0,000               0,000               
tR (h:m:s)          0:00:0,0000         0:00:0,0000         0:00:0,0000         
dER/dt (mV/h)       0,0                 0,1                 0,1                 
dER (mV)            0,00                5,00                5,00                
dtR (s)             1,0000              120,0000            120,0000            
EL (V)              pass                4,200               4,200               
goto Ns'            0                   0                   0                   
nc cycles           0                   0                   0                   

Number of loops : 11
Loop 0 from point number 0 to 492
Loop 1 from point number 493 to 1357
Loop 2 from point number 1358 to 2194
Loop 3 from point number 2195 to 2995
Loop 4 from point number 2996 to 3757
Loop 5 from point number 3758 to 4469
Loop 6 from point number 4470 to 5091
Loop 7 from point number 5092 to 5568
Loop 8 from point number 5569 to 5916
Loop 9 from point number 5917 to 6204
Loop 10 from point number 6205 to 6453

mode	ox/red	error	control changes	Ns changes	counter inc.	Ns	time/s	control/V/mA	Ewe/V	dq/mA.h	<I>/mA	P/W	(Q-Qo)/mA.h	x	Capacity/mA.h
1	1	0	0	0	0	2	7369,0549	0,300000012	3,84864259	0,00083366904263198374	0,30012085898113542	0,00115505792	0,0089889731989224333	-0,00033539067585480051	0,010837703916475178
1	1	0	0	0	0	2	7379,0549	0,300000012	3,84942412	0,00083366819741659699	0,30012055470359251	0,00115529133	0,0098226413963390298	-0,00036649595717922618	0,011671372113891773
1	1	0	0	0	0	2	7389,0549	0,300000012	3,84974813	0,00083367294110854464	0,30012226243271437	0,00115539518	0,010656314337447574	-0,00039760141549717645	0,012505045055000317
1	1	0	0	0	0	2	7399,0549	0,300000012	3,85024381	0,00083367022590835891	0,30012128496063565	0,00115554011	0,011489984563355933	-0,00042870677250735725	0,013338715280908677
1	1	0	0	0	0	2	7409,0549	0,300000012	3,85054898	0,00083366988458236058	0,30012116208327475	0,00115563127	0,012323654447938294	-0,00045981211678220608	0,014172385165491038
1	1	0	0	0	0	2	7419,0549	0,300000012	3,85138774	0,00083366942302385958	0,30012099592221242	0,00115588238	0,013157323870962154	-0,00049091744383568666	0,015006054588514899
1	1	0	0	0	0	2	7429,0549	0,300000012	3,85154033	0,00083366809690329766	0,30012051851880435	0,00115592626	0,013990991967865451	-0,00052202272140982598	0,015839722685418195
1	1	0	0	0	0	2	7439,0549	0,300000012	3,8517499	0,00083366720599929498	0,30012019779335949	0,00115598796	0,014824659173864746	-0,00055312796574313926	0,016673389891417488
1	1	0	0	0	0	2	7449,0549	0,300000012	3,85218835	0,00083366899553438029	0,30012084202599795	0,00115612196	0,015658328169399126	-0,00058423327684641267	0,017507058886951869
1	1	0	0	0	0	2	7459,0549	0,300000012	3,85312247	0,00083366892338461338	0,3001208160520816	0,00115640229	0,016491997092783741	-0,00061533858525768115	0,018340727810336483
1	1	0	0	0	0	2	7469,0549	0,300000012	3,85417104	0,00083366771427459187	0,30012038077246861	0,00115671533	0,01732566480705833	-0,00064644384855542912	0,019174395524611075
1	1	0	0	0	0	2	7479,0549	0,300000012	3,85548639	0,00083367053517036966	0,3001213962949609	0,00115711393	0,018159335342228701	-0,00067754921710459136	0,020008066059781443
1	1	0	0	0	0	2	7489,0549	0,300000012	3,85663033	0,00083366904187036877	0,30012085870695411	0,00115745526	0,018993004384099072	-0,00070865452993672282	0,020841735101651811
1	1	0	0	0	0	2	7499,0549	0,300000012	3,85643959	0,00083367321602337894	0,30012236140205587	0,00115740381	0,019826677600122451	-0,0007397599985121152	0,02167540831767519
1	1	0	0	0	0	2	7509,0549	0,300000012	3,85659218	0,00083367173601852531	0,30012182860030214	0,00115744746	0,020660349336140979	-0,00077086541186653658	0,022509080053693718
1	1	0	0	0	0	2	7519,0549	0,300000012	3,85737371	0,00083366735693977933	0,30012025213193453	0,00115767599	0,021494016693080758	-0,00080197066183164224	0,023342747410633498
1	1	0	0	0	0	2	7529,0549	0,300000012	3,85737371	0,00083366667734086515	0,30012000747632243	0,00115767505	0,022327683370421622	-0,00083307588643999872	0,024176414087974362
1	1	0	0	0	0	2	7539,0549	0,300000012	3,85910845	0,00083366655166943872	0,30011996223460838	0,00115819543	0,023161349922091062	-0,00086418110635938522	0,025010080639643802
1	1	0	0	0	0	2	7549,0549	0,300000012	3,86107206	0,00083366337655484672	0,30011881919334144	0,00115878042	0,02399501329864591	-0,00089528620781097741	0,02584374401619865
1	1	0	0	0	0	2	7559,0549	0,300000012	3,86568546	0,00083366506939298573	0,30011942861507885	0,00116016727	0,024828678368038893	-0,00092639137242463667	0,026677409085591635
1	1	0	0	0	0	2	7569,0549	0,300000012	3,86374092	0,00083366592620313165	0,3001197370667351	0,00115958496	0,025662344294242026	-0,00095749656900703437	0,027511075011794765
1	1	0	0	0	0	2	7579,0549	0,300000012	3,86099577	0,00083366218434274202	0,30011838999697856	0,00115875585	0,026496006478584768	-0,00098860162597558989	0,028344737196137507
1	1	0	0	0	0	2	7589,0549	0,300000012	3,85977578	0,00083366413386000538	0,30011909182320186	0,00115839241	0,027329670612444771	-0,0010197067556832555	0,02917840132999751
1	1	0	0	0	0	2	7599,0549	0,300000012	3,86013794	0,00083366275633705984	0,30011859591493542	0,00115849916	0,028163333368781834	-0,0010508118339936883	0,030012064086334573
1	1	0	0	0	0	2	7609,0549	0,300000012	3,86053824	0,00083366167115668454	0,30011820524999558	0,00115861779	0,028996995039938522	-0,0010819168718145821	0,030845725757491258
1	1	0	0	0	0	2	7619,0549	0,300000012	3,85962319	0,00083366802528500557	0,30012049273621888	0,00115835201	0,029830663065223526	-0,0011130221467165469	0,031679393782776262
1	1	0	0	0	0	2	7629,0549	0,300000012	3,86145329	0,00083366584413912563	0,30011970752369261	0,00115889823	0,03066432890936265	-0,0011441273402370261	0,032513059626915386
1	1	0	0	0	0	2	7639,0549	0,300000012	3,86250186	0,00083366129769715994	0,30011807080456512	0,00115920661	0,031497990207059808	-0,0011752323641236429	0,033346720924612544
1	1	0	0	0	0	2	7649,0549	0,300000012	3,86385536	0,00083366595610313946	0,30011974783073811	0,00115961931	0,03233165616316295	-0,0012063375618216499	0,03418038688071568
1	1	0	0	0	0	2	7659,0549	0,300000012	3,86290216	0,00083366509259243802	0,30011943696688173	0,00115933199	0,033165321255755386	-0,0012374427273009122	0,035014051973308122
1	1	0	0	0	0	2	7669,0549	0,300000012	3,86572361	0,00083366680037809741	0,30012005176972659	0,00116018113	0,033998988056133478	-0,001268547956499953	0,035847718773686214
1	1	0	0	0	0	2	7679,0549	0,300000012	3,86587596	0,00083366959929135117	0,30012105937851014	0,00116023084	0,034832657655424826	-0,0012996532901302106	0,036681388372977562
1	1	0	0	0	0	2	7689,0549	0,300000012	3,86591411	0,00083367323229213555	0,30012236725880838	0,00116024725	0,035666330887716966	-0,0013307587593126118	0,037515061605269696
1	1	0	0	0	0	2	7699,0549	0,300000012	3,86534238	0,00083366996391448704	0,30012119064284064	0,00116007112	0,03650000085163145	-0,0013618641065474491	0,038348731569184186
1	1	0	0	0	0	2	7709,0549	0,300000012	3,86763	0,00083367174227204582	0,3001218308515696	0,00116076018	0,037333672593903494	-0,0013929695201351978	0,039182403311456224
1	1	0	0	0	0	2	7719,0549	0,300000012	3,86423659	0,00083367321444551155	0,30012236083402368	0,00115974376	0,038167345808349005	-0,0014240749886517176	0,040016076525901734
1	1	0	0	0	0	2	7729,0549	0,300000012	3,86358833	0,00083366718271540275	0,30012018941115821	0,00115954084	0,039001012991064403	-0,0014551802321162774	0,040849743708617139
1	1	0	0	0	0	2	7739,0549	0,300000012	3,86408401	0,00083366723326345293	0,30012020760845645	0,00115968974	0,039834680224327859	-0,0014862854774668531	0,041683410941880589
1	1	0	0	0	0	2	7749,0549	0,300000012	3,86353135	0,00083367226256595712	0,3001220181573799	0,00115953083	0,040668352486893818	-0,0015173909104674672	0,042517083204446547
1	1	0	0	0	0	2	7759,0549	0,300000012	3,8653996	0,00083367275806433626	0,30012219653679853	0,00116009219	0,04150202524495815	-0,001548496361955792	0,04335075596251088
1	1	0	0	0	0	2	7769,0549	0,300000012	3,8655901	0,00083366980377336346	0,30012113299203546	0,00116014527	0,042335695048731514	-0,0015796017032155482	0,044184425766284243
1	1	0	0	0	0	2	7779,0549	0,300000012	3,86835432	0,00083367155562506778	0,30012176365865664	0,00116097729	0,043169366604356582	-0,0016107071098392474	0,045018097321909312
1	1	0	0	0	0	2	7789,0549	0,300000012	3,87506485	0,00083366911995907622	0,30012088681888909	0,0011629879	0,044003035724315661	-0,0016418124255849734	0,04585176644186839
1	1	0	0	0	0	2	7799,0549	0,300000012	3,86795402	0,00083367132942709658	0,30012168222738605	0,00116085692	0,044836707053742758	-0,0016729178237689222	0,046685437771295488
1	1	0	0	0	0	2	7809,0549	0,300000012	3,86797309	0,00083366927219761741	0,30012094162476454	0,00116085971	0,045670376325940378	-0,001704023145194873	0,047519107043493107
1	1	0	0	0	0	2	7819,0549	0,300000012	3,8681066	0,00083366251274446643	0,30011850822160077	0,00116089033	0,046504038838684838	-0,0017351282144165382	0,048352769556237574
1	1	0	0	0	0	2	7829,0549	0,300000012	3,86816382	0,00083366248951852326	0,30011849986026106	0,00116090756	0,04733770132820336	-0,0017662332827716125	0,049186432045756096
1	1	0	0	0	0	2	7839,0549	0,300000012	3,86909771	0,00083366355294485888	0,30011888269374656	0,00116118928	0,048171364881148224	-0,0017973383908045533	0,05002009559870096
1	1	0	0	0	0	2	7849,0549	0,300000012	3,86915493	0,00083366458185679386	0,30011925310204768	0,00116120791	0,049005029463005024	-0,0018284435372275814	0,050853760180557754
1	1	0	0	0	0	2	7859,0549	0,300000012	3,8710041	0,000833668373896016	0,30012061823618413	0,0011617681	0,049838697836901037	-0,0018595488251366918	0,051687428554453766
1	1	0	0	0	0	2	7869,0549	0,300000012	3,87149978	0,00083366916450858112	0,30012090285671104	0,00116191804	0,050672367001409619	-0,0018906541425446198	0,052521097718962349
1	1	0	0	0	0	2	7879,0549	0,300000012	3,8733108	0,00083366488889356454	0,30011936363528646	0,00116245553	0,051506031890303187	-0,0019217593004236029	0,053354762607855917
1	1	0	0	0	0	2	7889,0549	0,300000012	3,87538886	0,00083366697967218022	0,30012011631559718	0,0011630822	0,052339698869975366	-0,0019528645363123475	0,054188429587528096
1	1	0	0	0	0	2	7899,0549	0,300000012	3,87430215	0,00083366580828693184	0,30011969461690266	0,00116275437	0,053173364678262304	-0,0019839697284951331	0,055022095395815034
1	1	0	0	0	0	2	7909,0549	0,300000012	3,87447381	0,0008336659241351817	0,30011973632227315	0,00116280606	0,054007030602397485	-0,0020150749250003728	0,055855761319950214
1	1	0	0	0	0	2	7919,0549	0,300000012	3,87462616	0,00083366485869222221	0,30011935276280307	0,0011628503	0,054840695461089702	-0,002046180081752503	0,056689426178642438
1	1	0	0	0	0	2	7929,0549	0,300000012	3,87283421	0,00083366573944191142	0,30011966983269498	0,00116231374	0,055674361200531616	-0,0020772852713665888	0,057523091918084352
1	1	0	0	0	0	2	7939,0549	0,300000012	3,87443566	0,00083366666434539686	0,30012000279795379	0,0011627957	0,056508027864877011	-0,0021083904954900666	0,058356758582429747
1	1	0	0	0	0	2	7949,0549	0,300000012	3,87336802	0,00083367519550025459	0,30012307401373978	0,00116248708	0,057341703060377267	-0,0021394960379224026	0,059190433777929997
1	1	0	0	0	0	2	7959,0549	0,300000012	3,87247205	0,00083367068017356928	0,30012144849611341	0,00116221188	0,058175373740550835	-0,0021706014118818294	0,060024104458103565
1	1	0	0	0	0	2	7969,0549	0,300000012	3,8719573	0,00083366729904711245	0,30012023129057421	0,00116205274	0,059009041039597952	-0,0022017066596868813	0,060857771757150682
1	1	0	0	0	0	2	7979,0549	0,300000012	3,87268186	0,00083366816728479334	0,30012054385614304	0,00116227136	0,059842709206882739	-0,0022328119398870493	0,061691439924435469
1	1	0	0	0	0	2	7989,0549	0,300000012	3,87365413	0,00083366738618248038	0,30012026265930701	0,00116256205	0,060676376593065216	-0,0022639171909432394	0,062525107310617958
1	1	0	0	0	0	2	7999,0549	0,300000012	3,87388277	0,0008336703546692928	0,30012133131457242	0,00116263481	0,061510046947734515	-0,0022950225527576637	0,063358777665287245
1	1	0	0	0	0	2	8009,0549	0,300000012	3,87350154	0,00083367574867109453	0,30012327315524454	0,00116252794	0,062343722696405606	-0,0023261281158295475	0,064192453413958336
1	1	0	0	0	0	2	8019,0549	0,300000012	3,87355876	0,00083366972622937626	0,30012110507619974	0,00116253679	0,063177392422634982	-0,0023572334541960336	0,065026123140187712
1	1	0	0	0	0	2	8029,0549	0,300000012	3,87359691	0,00083366352426343501	0,30011887236843379	0,00116253959	0,064011055946898419	-0,002388338561158832	0,065859786664451149
1	1	0	0	0	0	2	8039,0549	0,300000012	3,87332988	0,00083366255033347341	0,30011852175364346	0,00116245809	0,064844718497231885	-0,0024194436317829933	0,066693449214784627
1	1	0	0	0	0	2	8049,0548	0,300000012	3,87397814	0,00083366078557074074	0,30011788643905197	0,00116265018	0,065678379282802637	-0,0024505486365614851	0,067527110000355366
1	1	0	0	0	0	2	8059,0548	0,300000012	3,87420678	0,00083366371367706189	0,30011894055734042	0,00116272282	0,066512042996479693	-0,0024816537505915606	0,068360773714032435
1	1	0	0	0	0	2	8069,0548	0,300000012	3,87481689	0,00083366578230758502	0,30011968526433773	0,00116290885	0,06734570877878729	-0,0025127589418050218	0,069194439496340019
1	1	0	0	0	0	2	8079,0548	0,300000012	3,8755033	0,00083366604173514573	0,30011977865826074	0,00116311514	0,068179374820522432	-0,0025438641426980742	0,070028105538075162
1	1	0	0	0	0	2	8089,0548	0,300000012	3,87639928	0,00083366930071678426	0,30012095189166477	0,0011633886	0,069013044121239206	-0,0025749694651881133	0,070861774838791936
1	1	0	0	0	0	2	8099,0548	0,300000012	3,87756205	0,0008336657055881289	0,30011965764533318	0,00116373261	0,069846709826827341	-0,0026060746535390688	0,07169544054438007
1	1	0	0	0	0	2	8109,0548	0,300000012	3,88112688	0,00083366809776922061	0,30012051883053658	0,00116480584	0,070680377924596557	-0,0026371799311455165	0,072529108642149286
1	1	0	0	0	0	2	8119,0548	0,300000012	3,88072658	0,00083367314428753331	0,3001223355771511	0,00116469269	0,071514051068884083	-0,0026682853970443482	0,073362781786436826
1	1	0	0	0	0	2	8129,0548	0,300000012	3,87996411	0,00083367131475110861	0,30012167694403027	0,00116446137	0,0723477223836352	-0,0026993907946807162	0,07419645310118793
1	1	0	0	0	0	2	8139,0548	0,300000012	3,88040257	0,0008336660466194153	0,30011978041659776	0,00116458558	0,073181388430254605	-0,002730495995756007	0,075030119147807347
1	1	0	0	0	0	2	8149,0548	0,300000012	3,88095546	0,00083366485075652595	0,30011934990595238	0,00116474985	0,074015053281011136	-0,0027616011522120461	0,075863783998563878
1	1	0	0	0	0	2	8159,0548	0,300000012	3,88139391	0,00083367180653247565	0,30012185398532461	0,00116489117	0,074848725087543616	-0,0027927065681974378	0,076697455805096346
1	1	0	0	0	0	2	8169,0548	0,300000012	3,88288093	0,00083366886380314829	0,30012079460275392	0,00116533332	0,075682393951346765	-0,0028238118743856419	0,077531124668899494
1	1	0	0	0	0	2	8179,0548	0,300000012	3,88343358	0,00083367092265354266	0,30012153578890483	0,00116550201	0,076516064874000307	-0,0028549172573923222	0,07836479559155305
1	1	0	0	0	0	2	8189,0548	0,300000012	3,88356709	0,00083366069066358938	0,30011785227247712	0,00116552785	0,07734972556466391	-0,0028860222586297005	0,07919845628221664
1	1	0	0	0	0	2	8199,0548	0,300000012	3,88406277	0,00083366202406750784	0,30011833229833024	0,00116567849	0,078183387588731418	-0,0029171273096181715	0,080032118306284147
1	1	0	0	0	0	2	8209,0548	0,300000012	3,88381505	0,00083366385592023526	0,30011899176488346	0,00116560666	0,079017051444651648	-0,0029482324289555309	0,08086578216220439
1	1	0	0	0	0	2	8219,0548	0,300000012	3,88331938	0,00083366366688741581	0,30011892371306758	0,00116545765	0,079850715111539072	-0,0029793375412398221	0,081699445829091802
1	1	0	0	0	0	2	8229,0548	0,300000012	3,88179421	0,00083366568550136346	0,30011965041409754	0,0011650027	0,080684380797040435	-0,0030104427288413126	0,082533111514593165
1	1	0	0	0	0	2	8239,0548	0,300000012	3,88188958	0,00083367242409951155	0,30012207630946022	0,00116504077	0,081518053221139942	-0,0030415481678689613	0,083366783938692685
1	1	0	0	0	0	2	8249,0548	0,300000012	3,88284278	0,0008336744076212247	0,30012279037728557	0,0011653296	0,082351727628761165	-0,003072653680904471	0,084200458346313894
1	1	0	0	0	0	2	8259,0548	0,300000012	3,88341451	0,0008336764136321015	0,30012351254120998	0,00116550399	0,08318540404239328	-0,003103759268786944	0,08503413475994601
1	1	0	0	0	0	2	8269,0548	0,300000012	3,88549256	0,00083367049654987136	0,30012138239158131	0,00116611936	0,084019074538943142	-0,0031348646358951238	0,085867805256495872
1	1	0	0	0	0	2	8279,0548	0,300000012	3,88737988	0,00083366556246744256	0,3001196061218855	0,00116667897	0,084852740101410586	-0,0031659698189060538	0,086701470818963315
1	1	0	0	0	0	2	8289,0548	0,300000012	3,88844752	0,00083366528076761293	0,3001195047099456	0,00116699899	0,085686405382178202	-0,0031970749914063846	0,087535136099730931
1	1	0	0	0	0	2	8299,0548	0,300000012	3,88728452	0,0008336689109288983	0,30012081156802413	0,00116665498	0,086520074293107098	-0,0032281802993529133	0,088368805010659827
1	1	0	0	0	0	2	8309,0548	0,300000012	3,88705587	0,00083367099998891366	0,30012156362963872	0,00116658933	0,087353745293096013	-0,0032592856852450803	0,089202476010648742
1	1	0	0	0	0	2	8319,0548	0,300000012	3,88654113	0,00083366615168584717	0,30011981824051373	0,00116642797	0,088187411444781862	-0,0032903908902405414	0,090036142162334592
1	1	0	0	0	0	2	8329,0548	0,300000012	3,88673162	0,00083366868934035315	0,30012073179614682	0,00116648874	0,089021080134122214	-0,0033214961899193037	0,090869810851674944
1	1	0	0	0	0	2	8339,0548	0,300000012	3,88711286	0,00083366894431743347	0,30012082358789696	0,00116660353	0,089854749078439654	-0,0033526014991116045	0,091703479795992384
1	1	0	0	0	0	2	8349,0548	0,300000012	3,88966751	0,00083366872472895514	0,30012074453604378	0,00116736989	0,090688417803168614	-0,0033837068001107635	0,092537148520721344
1	1	0	0	0	0	2	8359,0548	0,300000012	3,88949585	0,00083366386569870848	0,30011899528513382	0,00116731157	0,091522081668867315	-0,0034148119198129702	0,093370812386420045
1	1	0	0	0	0	2	8369,0548	0,300000012	3,88941956	0,00083366463701426995	0,30011927295873926	0,0011672898	0,092355746305881587	-0,0034459170682939987	0,094204477023434317
1	1	0	0	0	0	2	8379,0548	0,300000012	3,88991523	0,00083367007488509018	0,30012123059225824	0,00116744614	0,093189416380766682	-0,0034770224196692979	0,095038147098319411
1	1	0	0	0	0	2	8389,0548	0,300000012	3,89083028	0,00083367048481934592	0,30012137816859213	0,00116772135	0,094023086865586022	-0,0035081277863397958	0,095871817583138752
1	1	0	0	0	0	2	8399,0548	0,300000012	3,89119267	0,00083367477440337344	0,30012292241886074	0,00116783613	0,094856761639989389	-0,003539233313060441	0,096705492357542131
1	1	0	0	0	0	2	8409,0548	0,300000012	3,89048719	0,00083367686950663731	0,30012367665604486	0,00116762728	0,095690438509496026	-0,0035703389179522054	0,097539169227048768
1	1	0	0	0	0	2	8419,0548	0,300000012	3,89104009	0,00083368022389213248	0,30012488423483776	0,00116779795	0,09652411873338816	-0,0036014446480006035	0,09837284945094089
1	1	0	0	0	0	2	8429,0548	0,300000012	3,89056349	0,0008336738970809513	0,3001226065827849	0,00116764603	0,09735779263046912	-0,0036325501419871699	0,09920652334802185
1	1	0	0	0	0	2	8439,0548	0,300000012	3,89033461	0,00083367126201424333	0,30012165795875853	0,00116757362	0,098191463892483354	-0,0036636555376558541	0,1000401946100361
