Index,Name,Value,Error,Initial,Fix,Min,Max,,
0,R0,-0.35338473,0.376821,0.000000,1,0.000000,0.000000,,
1,R1,12.6178832,4.506557,14.697299,1,1.469730,27.924868,,
2,f1,2482.639952,1.150883,4012.028413,1,401.202841,7622.860989,,
3,n1,0.99192052,0.065211,0.675000,1,0.067500,1,,
2,R2,18.1918331,4.796534,2.564980,1,0.256498,4.873461,,
4,f2,14501.557201,1.339368,39810.350387,1,3981.035039,75639.735236,,
6,n2,0.81498141,0.056076,0.798000,1,0.079800,1,,
