Index,Name,Value,Error,Initial,Fix,Min,Max,,
0,R0,-0.41018597,0.244759,0.000000,1,0.000000,0.000000,,
1,R1,21.0417559,1.474258,18.163922,1,1.816392,34.511452,,
2,f1,567.055765,1.040936,541.236404,1,54.123640,1028.350113,,
3,n1,1.04400207,0.024852,0.765000,1,0.076500,1,,
2,R2,24.8095987,1.501925,13.532011,1,1.353201,25.710820,,
4,f2,5365.634799,1.064824,6319.896995,1,631.989700,12007.787675,,
6,n2,0.90675968,0.023305,0.766000,1,0.076600,1,,
