Index,Name,Value,Error,Initial,Fix,Min,Max,,
0,R0,0.000000,,0.000000,1,0.000000,0.000000,,
1,R1,14.697299,,14.697299,1,1.469730,27.924868,,
2,f1,4012.031289,,4012.031289,1,401.203129,7622.859449,,
3,n1,0.675000,,0.675000,1,0.067500,1,,
2,R2,2.564980,,2.564980,1,0.256498,4.873461,,
4,f2,39810.388253,,39810.388253,1,3981.038825,75639.737681,,
6,n2,0.798000,,0.798000,1,0.079800,1,,
