Index,Name,Value,Error,Initial,Fix,Min,Max,,
0,R0,0.000000,,0.000000,1,0.000000,0.000000,,
1,R1,12.507991,,12.507991,1,1.250799,23.765182,,
2,f1,1594.469467,,1594.469467,1,159.446947,3029.491987,,
3,n1,0.699000,,0.699000,1,0.069900,1,,
2,R2,7.038714,,7.038714,1,0.703871,13.373557,,
4,f2,15790.864220,,15790.864220,1,1579.086422,30002.642017,,
6,n2,0.770000,,0.770000,1,0.077000,1,,
