Index;Name;Value;Error;Initial;Fix;Min;Max;;
0;R0;0.000000;;0.000000;1;0.000000;0.000000;;
1;R1;1.295855;;1.295855;1;0.129585;2.462124;;
2;f1;99.999494;;99.999494;1;9.999949;189.999038;;
3;n1;0.827000;;0.827000;1;0.082700;1;;
2;R2;32.639270;;32.639270;1;3.263927;62.014613;;
4;f2;3307.754356;;3307.754356;1;330.775436;6284.733276;;
6;n2;0.709000;;0.709000;1;0.070900;1;;
