Res_Real,Res_Imag,Fit_Real,Fit_Imag,freq,Data_Real,Data_Imag
0.0783366465416241,-13.3533557194813,9.20400035515715,1.18377099635813,464160.125,9.21121620399844,-0.0462509748350205
-7.46397286786793,0.0891663749250184,10.1944051004683,-0.198359891425409,316223.094,9.48621474805784,-0.189899682954776
-11.8092907092391,6.49968802471369,10.9792523982338,-0.975536375659948,215441.859,9.81901393444663,-0.336955428288597
-12.396900601731,9.77367003474388,11.521905293423,-1.51349257515172,146777.328,10.2496868693951,-0.510480331362801
-10.4734684893646,12.1865850569183,11.9134030698563,-2.06263511284627,100024.406,10.7815082458212,-0.745599351236152
-7.35190722962659,15.0417543257476,12.2578047805392,-2.76810271093161,68127.4297,11.4150769459304,-1.04390997349168
-3.0649115163059,18.2023268099376,12.6416779664296,-3.7423066424228,46411.125,12.263048675915,-1.49364985442242
1.92945993918363,21.4996379627541,13.1768556084107,-5.09872869337608,31628.4121,13.4395299170838,-2.17179436118251
7.28315877244552,23.8216437201748,14.0220965113784,-6.92260462460416,21545.4082,15.1503541978365,-3.23231673289445
12.7934481016352,23.6020512714144,15.335113499981,-9.24562069897347,14672.8496,17.6831173162607,-4.91389511435746
17.9193420790192,20.3835664822881,17.2353892270466,-12.1098940306874,10015.2705,21.2789644047202,-7.51025621492494
21.827471573136,15.4446114968079,19.984269044396,-15.6441339487492,6856.00244,26.2088774328932,-11.2397457465705
22.7233106693125,11.1787729395573,24.3642321769459,-19.9280481417007,4642.42725,32.6045121212066,-15.8742278249421
20.1791634556639,8.07765088734119,30.9151942434171,-23.9551078847014,3160.05566,39.963249435815,-20.333201990824
15.8710457721602,5.35322177143525,39.3752071259966,-26.2500433857398,2152.93286,47.8254389298763,-23.3998238403111
12.247321120883,2.37904842472296,48.0526939109087,-26.008328049813,1468.58972,55.4842315154944,-24.5647480491782
10.4833549874702,0.396968592495393,55.4440694874727,-24.1165612882883,999.040405,62.4523944890642,-23.8511801278719
9.67034966986533,0.27438957615436,61.38000085116,-22.0145546505489,681.089661,68.3150371699771,-21.8177777250914
8.29177514306754,1.45244841147038,66.6806076141355,-20.1286178772981,464.553894,72.930389522969,-19.0338600421064
6.02543547839483,2.35000286770945,71.6566153871099,-18.0107084040507,316.315765,76.359731372723,-16.176428360228
3.70601310190668,2.12845870445857,75.7955699711233,-15.4786520385691,215.344498,78.758696981373,-13.7768519358826
2.15225261292591,1.28069423700222,78.6949376767042,-13.0576891073509,146.737289,80.4455366874761,-12.0159981594888
1.30855163654376,0.181400721439092,80.5582800221404,-11.3658711016139,99.9040375,81.6365724144505,-11.2163905519552
1.02311304925907,-0.731105070265796,81.8154845912526,-10.7152206214546,68.1888962,82.6691837269579,-11.3252644157819
0.981553775760807,-1.33986643839596,82.8425897494316,-11.1949870625694,46.3802681,83.6727494590067,-12.3281935774199
1.00456709241643,-1.4816923441567,83.8832363037543,-12.9171486296949,31.5869217,84.7464231781981,-14.1903113612786
0.796547808463631,-1.13459843040798,85.210676681361,-16.027177953099,21.5220375,85.908278924508,-17.0208388504283
0.149938248081308,-0.293117743572544,87.0525083382839,-20.59959907352,14.6851501,87.1869252689044,-20.8623738351677
-1.1230737771743,0.732287288025362,89.3650345104125,-26.8162169795132,9.9904108,88.3304853918977,-26.141651172953
